epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
257,6856.05,0.60702,1.21508,0.45165,0.93866,0.98134,0.97985,0.99384,0.87597,0.97909,0.98386,0.99294,0.76005,0.52531,1.0636,0.32547,0.87219,0.0049312,0.0049312,0.0049312
258,6882.44,0.59092,1.17966,0.42936,0.93752,0.97658,0.98496,0.99382,0.87862,0.97842,0.98564,0.99402,0.76189,0.52178,1.06367,0.31827,0.87169,0.0049114,0.0049114,0.0049114
259,6909.1,0.61168,1.20131,0.43884,0.94542,0.9775,0.98657,0.99389,0.88385,0.97925,0.98386,0.99395,0.7579,0.51651,1.06235,0.31978,0.86863,0.0048916,0.0048916,0.0048916
260,6935.83,0.61188,1.19677,0.45446,0.94907,0.97194,0.99028,0.99339,0.88161,0.97342,0.9899,0.99344,0.75462,0.51883,1.06829,0.32088,0.86937,0.0048718,0.0048718,0.0048718
261,6962.49,0.6041,1.1793,0.43244,0.9434,0.97127,0.99091,0.99321,0.87844,0.97399,0.98665,0.99314,0.75577,0.51793,1.0721,0.32045,0.8682,0.004852,0.004852,0.004852
262,6988.91,0.60002,1.19038,0.43494,0.93936,0.97729,0.98659,0.99376,0.88346,0.9762,0.98682,0.99371,0.75747,0.51348,1.06585,0.31773,0.86645,0.0048322,0.0048322,0.0048322
263,7015.59,0.60023,1.18957,0.4405,0.94549,0.97818,0.98839,0.99384,0.88402,0.97578,0.98142,0.99355,0.75674,0.51266,1.05998,0.31708,0.86335,0.0048124,0.0048124,0.0048124
264,7042.31,0.59308,1.18088,0.43145,0.93782,0.97929,0.98937,0.99385,0.87969,0.975,0.98505,0.99348,0.75657,0.51628,1.0586,0.31598,0.86374,0.0047926,0.0047926,0.0047926
265,7068.9,0.58957,1.17984,0.42768,0.93546,0.98166,0.98461,0.99367,0.87918,0.97402,0.98771,0.99353,0.76208,0.51657,1.05661,0.31675,0.86268,0.0047728,0.0047728,0.0047728
266,7095.62,0.58543,1.17162,0.41823,0.93822,0.98567,0.97541,0.99361,0.87838,0.96864,0.98512,0.99337,0.75953,0.52044,1.05905,0.31835,0.8662,0.004753,0.004753,0.004753
267,7122.31,0.59136,1.17324,0.42594,0.9369,0.98602,0.97762,0.99375,0.87958,0.98288,0.97453,0.99354,0.75902,0.51627,1.05579,0.31676,0.86442,0.0047332,0.0047332,0.0047332
268,7149.47,0.59349,1.17503,0.43311,0.93562,0.98591,0.9765,0.99376,0.88126,0.98276,0.97341,0.99358,0.75977,0.51341,1.05459,0.31535,0.86253,0.0047134,0.0047134,0.0047134
269,7176.02,0.59709,1.19883,0.45281,0.94547,0.98575,0.97541,0.99368,0.88149,0.9722,0.98434,0.99355,0.75864,0.51203,1.05778,0.3171,0.86356,0.0046936,0.0046936,0.0046936
270,7202.66,0.59283,1.17529,0.42977,0.93319,0.98397,0.97566,0.99368,0.88338,0.97895,0.98425,0.99383,0.76199,0.51556,1.05505,0.31652,0.86559,0.0046738,0.0046738,0.0046738
271,7229.37,0.5866,1.15025,0.41834,0.93492,0.97583,0.98724,0.99392,0.88255,0.97826,0.98895,0.99398,0.7591,0.51576,1.05275,0.31794,0.86592,0.004654,0.004654,0.004654
272,7256.31,0.57357,1.15054,0.43895,0.92078,0.99078,0.97256,0.99379,0.88147,0.97665,0.99113,0.9941,0.75764,0.51086,1.04429,0.31705,0.86357,0.0046342,0.0046342,0.0046342
273,7283.12,0.57913,1.16465,0.42057,0.9335,0.99101,0.9727,0.99374,0.88092,0.99395,0.9771,0.99418,0.75864,0.50806,1.04341,0.31778,0.86136,0.0046144,0.0046144,0.0046144
274,7309.87,0.58569,1.17285,0.42724,0.9372,0.99418,0.97433,0.99404,0.87778,0.99545,0.97556,0.99432,0.76197,0.50922,1.04333,0.31892,0.86203,0.0045946,0.0045946,0.0045946
275,7336.59,0.60034,1.21214,0.43867,0.95495,0.98926,0.97408,0.99385,0.87777,0.99053,0.97531,0.99418,0.75892,0.51084,1.04967,0.31916,0.86119,0.0045748,0.0045748,0.0045748
276,7363.04,0.57964,1.15151,0.41915,0.93315,0.98945,0.97505,0.99362,0.87767,0.99072,0.97628,0.99404,0.75824,0.51342,1.046,0.31991,0.86149,0.004555,0.004555,0.004555
277,7389.81,0.58567,1.16153,0.42223,0.93742,0.994,0.97231,0.99346,0.8788,0.99527,0.97354,0.99395,0.76216,0.5129,1.04515,0.3229,0.86251,0.0045352,0.0045352,0.0045352
278,7416.47,0.60256,1.28313,0.4379,0.96896,0.98684,0.9763,0.99352,0.87986,0.9881,0.97753,0.99393,0.76143,0.5125,1.04536,0.32259,0.86407,0.0045154,0.0045154,0.0045154
279,7443.18,0.58655,1.16918,0.42974,0.93132,0.98391,0.98516,0.99313,0.88066,0.98515,0.98639,0.9935,0.76235,0.51342,1.04758,0.32227,0.86425,0.0044956,0.0044956,0.0044956
280,7469.49,0.57623,1.14753,0.42303,0.93679,0.9846,0.98663,0.99336,0.88211,0.9852,0.98518,0.99355,0.76087,0.51254,1.04902,0.31945,0.86314,0.0044758,0.0044758,0.0044758
281,7496.21,0.57344,1.14301,0.41294,0.92878,0.98062,0.97977,0.9935,0.88167,0.98126,0.97861,0.99374,0.75786,0.51294,1.05016,0.31757,0.86293,0.004456,0.004456,0.004456
282,7523.04,0.57251,1.14801,0.41093,0.92833,0.98223,0.98344,0.99335,0.88119,0.98443,0.98445,0.99367,0.75871,0.51293,1.05411,0.31786,0.86262,0.0044362,0.0044362,0.0044362
283,7550.11,0.5888,1.16151,0.43069,0.93866,0.98382,0.98071,0.99329,0.88166,0.9896,0.98091,0.99371,0.75908,0.50845,1.04942,0.31539,0.86243,0.0044164,0.0044164,0.0044164
284,7576.66,0.58237,1.15301,0.41652,0.93482,0.9842,0.98003,0.9934,0.88359,0.98572,0.98062,0.99385,0.76197,0.50503,1.04611,0.31278,0.86105,0.0043966,0.0043966,0.0043966
285,7603.42,0.57434,1.15251,0.41961,0.93174,0.98837,0.97895,0.99345,0.88502,0.9897,0.98015,0.99386,0.76105,0.50337,1.04488,0.31604,0.85907,0.0043768,0.0043768,0.0043768
286,7630.1,0.576,1.1473,0.41324,0.93707,0.98672,0.9828,0.99369,0.88574,0.98814,0.98358,0.99407,0.76497,0.50448,1.04708,0.31571,0.85832,0.004357,0.004357,0.004357
287,7656.49,0.58796,1.15583,0.42705,0.94094,0.98643,0.98474,0.99368,0.88667,0.98708,0.98417,0.99401,0.76653,0.5026,1.04267,0.31209,0.85748,0.0043372,0.0043372,0.0043372
288,7683.29,0.58735,1.19205,0.45731,0.94397,0.98667,0.98074,0.99385,0.88973,0.98667,0.98074,0.99412,0.76408,0.50061,1.04341,0.31208,0.85657,0.0043174,0.0043174,0.0043174
289,7709.96,0.57985,1.1572,0.41725,0.93395,0.98212,0.97912,0.99362,0.89161,0.98481,0.98191,0.99394,0.76544,0.49928,1.04583,0.3124,0.85537,0.0042976,0.0042976,0.0042976
290,7736.65,0.58334,1.17032,0.425,0.93504,0.98617,0.98147,0.99332,0.89394,0.98869,0.98393,0.99383,0.76609,0.50129,1.04513,0.31302,0.85623,0.0042778,0.0042778,0.0042778
291,7763.07,0.56759,1.12909,0.43351,0.92675,0.98502,0.98011,0.99355,0.89072,0.98753,0.98257,0.99398,0.76888,0.50453,1.04628,0.31283,0.85798,0.004258,0.004258,0.004258
292,7789.75,0.57335,1.13174,0.41436,0.92736,0.97757,0.98413,0.99329,0.89,0.98005,0.98659,0.99376,0.76309,0.50508,1.05016,0.31119,0.85852,0.0042382,0.0042382,0.0042382
293,7816.45,0.58067,1.1416,0.42764,0.93134,0.97972,0.98386,0.99343,0.89149,0.98163,0.98854,0.99386,0.76546,0.50301,1.04487,0.31145,0.85773,0.0042184,0.0042184,0.0042184
294,7843.15,0.5735,1.15628,0.41605,0.93305,0.97994,0.98671,0.99352,0.8907,0.98236,0.99081,0.99359,0.76622,0.49961,1.03823,0.30927,0.85552,0.0041986,0.0041986,0.0041986
295,7869.9,0.57075,1.17121,0.42448,0.93127,0.97886,0.99067,0.99381,0.894,0.98148,0.9918,0.99372,0.76535,0.50009,1.03685,0.30856,0.85563,0.0041788,0.0041788,0.0041788
296,7896.51,0.56919,1.14448,0.41706,0.92888,0.98199,0.99228,0.99391,0.8908,0.98409,0.98278,0.9936,0.76334,0.50335,1.0366,0.31201,0.85584,0.004159,0.004159,0.004159
297,7923.28,0.56879,1.1343,0.40748,0.93037,0.98496,0.98857,0.99404,0.88644,0.98227,0.98301,0.99377,0.76281,0.50428,1.03274,0.31437,0.85736,0.0041392,0.0041392,0.0041392
298,7949.85,0.57381,1.14068,0.42639,0.93062,0.98566,0.98503,0.99397,0.888,0.98372,0.98106,0.99377,0.76463,0.5045,1.03011,0.31403,0.85743,0.0041194,0.0041194,0.0041194
299,7976.63,0.56549,1.12588,0.40408,0.92838,0.98674,0.98065,0.99393,0.88844,0.97753,0.98789,0.99398,0.76741,0.50755,1.02925,0.31319,0.85897,0.0040996,0.0040996,0.0040996
300,8003.37,0.56752,1.12868,0.40608,0.93203,0.97977,0.99211,0.99398,0.88965,0.97892,0.99046,0.99408,0.76611,0.5059,1.02872,0.3131,0.85722,0.0040798,0.0040798,0.0040798
301,8030.28,0.57265,1.12056,0.40883,0.935,0.97945,0.98992,0.99397,0.88799,0.97946,0.98746,0.99404,0.7657,0.50106,1.02389,0.3111,0.8553,0.00406,0.00406,0.00406
302,8056.69,0.55762,1.11043,0.399,0.92518,0.97777,0.99013,0.99408,0.89307,0.97912,0.98803,0.99411,0.76846,0.49348,1.02126,0.30932,0.85239,0.0040402,0.0040402,0.0040402
303,8083.99,0.57827,1.16286,0.42006,0.94268,0.98267,0.98236,0.99407,0.89336,0.97886,0.98713,0.99407,0.76879,0.49283,1.01867,0.30899,0.85329,0.0040204,0.0040204,0.0040204
304,8110.87,0.56892,1.12502,0.40663,0.9252,0.97937,0.98849,0.99405,0.89126,0.97937,0.98849,0.99411,0.76933,0.49228,1.01833,0.30744,0.8543,0.0040006,0.0040006,0.0040006
305,8137.38,0.56514,1.11339,0.4005,0.9297,0.98842,0.98083,0.99408,0.89151,0.97984,0.98882,0.99406,0.76984,0.49108,1.01432,0.30669,0.85509,0.0039808,0.0039808,0.0039808
306,8164.48,0.55784,1.11465,0.40221,0.92793,0.98845,0.98453,0.99418,0.89451,0.98114,0.98265,0.99408,0.76838,0.49019,1.01392,0.30581,0.8537,0.003961,0.003961,0.003961
307,8191.26,0.56716,1.14374,0.43184,0.93015,0.98557,0.9829,0.9941,0.89254,0.98055,0.98471,0.99398,0.76817,0.49017,1.01442,0.30584,0.85254,0.0039412,0.0039412,0.0039412
308,8218.08,0.56391,1.12375,0.40685,0.93017,0.98716,0.979,0.99406,0.89317,0.98216,0.98405,0.99397,0.76866,0.49013,1.01565,0.3039,0.85167,0.0039214,0.0039214,0.0039214
309,8245.23,0.56665,1.12005,0.40671,0.92812,0.98361,0.9851,0.99414,0.89427,0.98361,0.9851,0.99414,0.77095,0.4922,1.01433,0.30274,0.85344,0.0039016,0.0039016,0.0039016
310,8272.11,0.56614,1.11616,0.4063,0.92557,0.98159,0.98443,0.99404,0.89454,0.98282,0.98566,0.99412,0.77257,0.49087,1.01612,0.30306,0.85177,0.0038818,0.0038818,0.0038818
311,8298.89,0.5613,1.1266,0.40468,0.92992,0.98251,0.98524,0.99412,0.89479,0.98251,0.98524,0.99412,0.77242,0.49162,1.01848,0.30417,0.8519,0.003862,0.003862,0.003862
312,8325.96,0.56102,1.13009,0.40208,0.93125,0.98324,0.9839,0.99421,0.89378,0.98324,0.9839,0.99421,0.77049,0.49226,1.01757,0.30234,0.85213,0.0038422,0.0038422,0.0038422
313,8352.62,0.55864,1.12036,0.40315,0.92763,0.99059,0.98002,0.9941,0.89395,0.98319,0.98282,0.99398,0.77127,0.49265,1.01689,0.30433,0.85312,0.0038224,0.0038224,0.0038224
314,8379.54,0.56472,1.11825,0.41953,0.93066,0.98723,0.98282,0.99412,0.89296,0.98345,0.98019,0.99281,0.77164,0.49115,1.01532,0.30319,0.85231,0.0038026,0.0038026,0.0038026
315,8406.28,0.56087,1.10839,0.39666,0.92528,0.98968,0.98181,0.99419,0.89275,0.98892,0.97802,0.99301,0.77077,0.49349,1.01412,0.30076,0.85392,0.0037828,0.0037828,0.0037828
316,8432.65,0.55253,1.14873,0.40629,0.92585,0.99068,0.98159,0.99422,0.8943,0.9889,0.9785,0.99296,0.77083,0.49401,1.01651,0.2998,0.85395,0.003763,0.003763,0.003763
317,8459.31,0.55596,1.11952,0.40319,0.9266,0.99034,0.97762,0.99416,0.89476,0.98826,0.97612,0.99294,0.77073,0.4929,1.0174,0.29885,0.85353,0.0037432,0.0037432,0.0037432
318,8485.99,0.54877,1.09161,0.39432,0.92208,0.98353,0.98564,0.99428,0.89574,0.98681,0.9767,0.99298,0.77263,0.49191,1.01745,0.29926,0.85303,0.0037234,0.0037234,0.0037234
319,8512.81,0.55664,1.10701,0.39462,0.92497,0.99118,0.97886,0.99429,0.8941,0.98919,0.97705,0.99292,0.77095,0.49283,1.0162,0.29992,0.85288,0.0037036,0.0037036,0.0037036
320,8539.19,0.5547,1.12148,0.39792,0.923,0.99101,0.98006,0.99435,0.89422,0.98803,0.97576,0.99282,0.77019,0.49072,1.0158,0.29921,0.85261,0.0036838,0.0036838,0.0036838
321,8565.89,0.55048,1.12226,0.39586,0.9236,0.99234,0.97916,0.99421,0.89444,0.99017,0.97763,0.99402,0.76881,0.48971,1.01523,0.30091,0.85164,0.003664,0.003664,0.003664
322,8592.63,0.56016,1.11258,0.4159,0.93404,0.99151,0.97982,0.99418,0.89503,0.98963,0.97797,0.99388,0.76898,0.48638,1.01251,0.29943,0.85017,0.0036442,0.0036442,0.0036442
323,8619.32,0.54866,1.09938,0.39495,0.92302,0.99454,0.98304,0.99425,0.89706,0.99139,0.98002,0.99388,0.7708,0.48684,1.0119,0.29737,0.85005,0.0036244,0.0036244,0.0036244
324,8646.06,0.55823,1.16682,0.39904,0.92741,0.99483,0.98487,0.99427,0.89752,0.9917,0.98179,0.99403,0.77124,0.48857,1.01113,0.29582,0.8522,0.0036046,0.0036046,0.0036046
325,8672.74,0.53906,1.08112,0.38983,0.91907,0.99539,0.98432,0.99432,0.89707,0.99225,0.98105,0.99408,0.77059,0.4886,1.01009,0.29577,0.85246,0.0035848,0.0035848,0.0035848
326,8699.41,0.56207,1.14823,0.41416,0.9367,0.99325,0.98238,0.99426,0.89668,0.99018,0.97911,0.994,0.77134,0.48768,1.0102,0.2946,0.85154,0.003565,0.003565,0.003565
327,8725.86,0.54323,1.09323,0.38816,0.91999,0.99416,0.98495,0.99421,0.89626,0.99102,0.98143,0.99394,0.77116,0.48695,1.01061,0.29266,0.85167,0.0035452,0.0035452,0.0035452
328,8752.58,0.54554,1.11187,0.39211,0.92295,0.99336,0.98496,0.99427,0.89702,0.99097,0.9814,0.99405,0.77046,0.48674,1.01096,0.29127,0.85158,0.0035254,0.0035254,0.0035254
329,8779.27,0.54592,1.08309,0.39016,0.91891,0.99261,0.98494,0.99426,0.89451,0.98975,0.98159,0.99404,0.77075,0.48602,1.00979,0.29165,0.8506,0.0035056,0.0035056,0.0035056
330,8806.22,0.54243,1.09974,0.3966,0.9242,0.99149,0.98499,0.99427,0.89454,0.98888,0.98127,0.99405,0.77044,0.48521,1.00775,0.29115,0.85006,0.0034858,0.0034858,0.0034858
331,8832.69,0.55388,1.13991,0.40581,0.93504,0.99261,0.98545,0.99439,0.89388,0.98982,0.98199,0.99416,0.77061,0.4853,1.00755,0.29128,0.84996,0.003466,0.003466,0.003466
332,8859.37,0.54209,1.08038,0.38781,0.91688,0.99159,0.98589,0.99423,0.89784,0.98875,0.98261,0.99398,0.77161,0.48573,1.00907,0.29112,0.85035,0.0034462,0.0034462,0.0034462
333,8886.33,0.53829,1.08798,0.39339,0.92001,0.99135,0.98607,0.99427,0.89522,0.98872,0.98257,0.99405,0.77294,0.48619,1.00715,0.29027,0.85083,0.0034264,0.0034264,0.0034264
334,8912.7,0.54306,1.10637,0.38981,0.91743,0.98938,0.98701,0.99429,0.89413,0.98748,0.98223,0.99407,0.77324,0.48606,1.00536,0.29177,0.85058,0.0034066,0.0034066,0.0034066
335,8939.4,0.54725,1.09799,0.39082,0.92286,0.99112,0.98659,0.99435,0.894,0.98922,0.98304,0.99412,0.77188,0.48562,1.00488,0.29186,0.85042,0.0033868,0.0033868,0.0033868
336,8966.33,0.53388,1.0651,0.38151,0.91676,0.98999,0.98742,0.99443,0.89476,0.98766,0.98417,0.99418,0.77221,0.48455,1.004,0.29175,0.85008,0.003367,0.003367,0.003367
337,8993.15,0.53682,1.09058,0.38616,0.9207,0.98962,0.98776,0.99445,0.89457,0.98672,0.98462,0.99423,0.77247,0.48452,1.00198,0.29041,0.85019,0.0033472,0.0033472,0.0033472
338,9019.54,0.53784,1.08695,0.40147,0.92601,0.98705,0.98916,0.99445,0.89579,0.98878,0.98426,0.99435,0.77234,0.48251,1.00095,0.28977,0.84942,0.0033274,0.0033274,0.0033274
339,9046.17,0.53813,1.07655,0.39199,0.9183,0.99194,0.9858,0.99441,0.89306,0.98966,0.98438,0.99426,0.77082,0.48247,1.00029,0.29047,0.84893,0.0033076,0.0033076,0.0033076
340,9072.87,0.539,1.09114,0.391,0.91629,0.99277,0.98514,0.99434,0.89417,0.99078,0.9836,0.99416,0.77399,0.48322,0.99887,0.29137,0.84871,0.0032878,0.0032878,0.0032878
341,9099.26,0.54002,1.09469,0.39097,0.91806,0.99439,0.98445,0.9943,0.89536,0.99117,0.98385,0.99425,0.77454,0.48298,0.99894,0.29129,0.84822,0.003268,0.003268,0.003268
342,9126.05,0.53907,1.11016,0.38825,0.91998,0.99279,0.98314,0.9943,0.8947,0.9905,0.98269,0.99426,0.77478,0.48383,1.00018,0.29224,0.84849,0.0032482,0.0032482,0.0032482
343,9152.74,0.53886,1.08104,0.38276,0.91835,0.99379,0.98299,0.99426,0.89403,0.98444,0.98357,0.99423,0.77517,0.48246,1.00153,0.29099,0.84836,0.0032284,0.0032284,0.0032284
344,9179.53,0.53242,1.08966,0.38971,0.9253,0.99132,0.98267,0.99425,0.89431,0.98585,0.98285,0.99421,0.77395,0.4833,1.00001,0.29085,0.84888,0.0032086,0.0032086,0.0032086
345,9206.09,0.52816,1.07218,0.41898,0.90989,0.98904,0.98377,0.9943,0.89404,0.9854,0.98517,0.9943,0.77522,0.48333,1.00111,0.29092,0.84904,0.0031888,0.0031888,0.0031888
346,9232.82,0.52413,1.06519,0.38102,0.92103,0.98909,0.98315,0.99432,0.89312,0.98097,0.99047,0.99426,0.77661,0.48156,1.00157,0.2918,0.84755,0.003169,0.003169,0.003169
347,9259.47,0.5362,1.06649,0.38067,0.91624,0.98832,0.98323,0.99426,0.89308,0.986,0.98431,0.9943,0.77631,0.4787,1.00234,0.29166,0.84619,0.0031492,0.0031492,0.0031492
348,9286.45,0.52895,1.07024,0.3795,0.91739,0.98807,0.98318,0.99428,0.89392,0.98722,0.98287,0.9943,0.77647,0.47864,1.00287,0.29054,0.84615,0.0031294,0.0031294,0.0031294
349,9313.13,0.53098,1.06499,0.38542,0.91547,0.98805,0.9827,0.99419,0.89257,0.98679,0.98218,0.9942,0.77704,0.47782,1.00284,0.2919,0.84598,0.0031096,0.0031096,0.0031096
350,9339.87,0.52326,1.07613,0.40227,0.91348,0.98761,0.98268,0.9942,0.89562,0.98533,0.98092,0.99412,0.77752,0.47525,1.00153,0.29244,0.84433,0.0030898,0.0030898,0.0030898
351,9367.29,0.53262,1.06655,0.37921,0.91656,0.98723,0.98257,0.99415,0.8957,0.98485,0.98082,0.99409,0.77831,0.4758,1.00025,0.29171,0.84441,0.00307,0.00307,0.00307
352,9393.77,0.52956,1.06959,0.39264,0.91787,0.98689,0.98285,0.99418,0.89491,0.98472,0.98107,0.99409,0.77766,0.47512,0.99972,0.28971,0.84465,0.0030502,0.0030502,0.0030502
353,9421.42,0.52695,1.09036,0.38578,0.90969,0.98685,0.98332,0.99422,0.89708,0.98453,0.98161,0.99413,0.77847,0.4732,0.99883,0.28953,0.84471,0.0030304,0.0030304,0.0030304
354,9448.16,0.52648,1.05961,0.38187,0.91319,0.98666,0.98413,0.99413,0.89725,0.98369,0.98227,0.99404,0.77895,0.4736,0.99896,0.29016,0.8446,0.0030106,0.0030106,0.0030106
355,9475.25,0.53314,1.07643,0.37912,0.91741,0.98631,0.98413,0.99418,0.89454,0.98391,0.98227,0.99403,0.7778,0.47192,0.99686,0.28997,0.84438,0.0029908,0.0029908,0.0029908
356,9501.65,0.53594,1.06474,0.38535,0.91358,0.98572,0.98413,0.99417,0.89661,0.98355,0.98227,0.99396,0.77756,0.47104,0.99589,0.2917,0.84361,0.002971,0.002971,0.002971
357,9528.35,0.51911,1.06043,0.37704,0.91439,0.98619,0.98411,0.99424,0.89747,0.98388,0.98227,0.99403,0.7791,0.47092,0.99521,0.29081,0.84315,0.0029512,0.0029512,0.0029512
358,9555.16,0.51851,1.05152,0.37546,0.90941,0.98709,0.98527,0.99438,0.89832,0.98397,0.98218,0.99399,0.77773,0.46886,0.99255,0.29129,0.84164,0.0029314,0.0029314,0.0029314
359,9582.27,0.52697,1.06132,0.37188,0.9171,0.987,0.98513,0.99441,0.89813,0.98387,0.98204,0.99406,0.77773,0.46726,0.99073,0.29092,0.84066,0.0029116,0.0029116,0.0029116
360,9609.53,0.53226,1.09889,0.39105,0.92141,0.98733,0.98488,0.99439,0.9017,0.9842,0.98179,0.99405,0.77641,0.46561,0.98949,0.28943,0.84043,0.0028918,0.0028918,0.0028918
361,9636.37,0.51854,1.06391,0.3803,0.91209,0.98884,0.98497,0.99442,0.90008,0.98564,0.98192,0.99401,0.77762,0.46563,0.98888,0.28873,0.84021,0.002872,0.002872,0.002872
362,9663.08,0.52047,1.05037,0.37077,0.91313,0.9842,0.98594,0.99438,0.90145,0.98112,0.98286,0.99405,0.77813,0.46442,0.98902,0.28771,0.84017,0.0028522,0.0028522,0.0028522
363,9689.62,0.51875,1.04328,0.3685,0.90996,0.98472,0.9859,0.99438,0.90113,0.98164,0.98281,0.99405,0.77874,0.46459,0.99043,0.28768,0.83995,0.0028324,0.0028324,0.0028324
364,9716.47,0.51758,1.06353,0.37382,0.91436,0.98529,0.98578,0.99441,0.90192,0.98221,0.98269,0.99401,0.77907,0.46393,0.98936,0.28614,0.83963,0.0028126,0.0028126,0.0028126
365,9743.6,0.5114,1.03819,0.36917,0.91003,0.98779,0.98409,0.99438,0.90216,0.98467,0.98137,0.99399,0.77663,0.46221,0.98862,0.28585,0.83935,0.0027928,0.0027928,0.0027928
366,9770.88,0.5248,1.05532,0.37418,0.91227,0.98795,0.9847,0.9944,0.90145,0.98487,0.98161,0.99398,0.77592,0.46147,0.98795,0.28515,0.83898,0.002773,0.002773,0.002773
367,9797.59,0.5157,1.06267,0.39511,0.91052,0.98961,0.98441,0.99435,0.90095,0.98651,0.98133,0.99399,0.77661,0.46193,0.9879,0.28573,0.83909,0.0027532,0.0027532,0.0027532
368,9824.28,0.51684,1.0444,0.36878,0.91098,0.98929,0.98424,0.99429,0.90086,0.98619,0.98115,0.99393,0.77729,0.46199,0.98705,0.2859,0.83881,0.0027334,0.0027334,0.0027334
369,9851.17,0.53078,1.04526,0.38241,0.92159,0.98816,0.98476,0.99419,0.90111,0.98507,0.98168,0.99389,0.77721,0.46259,0.98795,0.28704,0.83956,0.0027136,0.0027136,0.0027136
370,9877.61,0.50715,1.02984,0.36155,0.9063,0.98829,0.985,0.99395,0.90071,0.98521,0.98192,0.99374,0.7779,0.46388,0.98905,0.28758,0.84007,0.0026938,0.0026938,0.0026938
371,9904.63,0.52982,1.0683,0.38213,0.92203,0.98833,0.98492,0.99385,0.90046,0.98524,0.98183,0.99359,0.77659,0.4632,0.98995,0.28888,0.83957,0.002674,0.002674,0.002674
372,9931.32,0.52459,1.04875,0.37118,0.91279,0.99119,0.98379,0.99364,0.89975,0.98807,0.9807,0.99334,0.77668,0.46377,0.9889,0.28928,0.84013,0.0026542,0.0026542,0.0026542
373,9957.99,0.51226,1.04057,0.36855,0.91048,0.99175,0.98372,0.99361,0.89916,0.98863,0.98064,0.99337,0.77674,0.46465,0.98909,0.28929,0.84117,0.0026344,0.0026344,0.0026344
374,9984.45,0.52041,1.05323,0.37515,0.91341,0.9913,0.98367,0.99355,0.89887,0.98818,0.98059,0.99337,0.77781,0.46427,0.98924,0.28998,0.84057,0.0026146,0.0026146,0.0026146
375,10011.2,0.51337,1.02855,0.369,0.90952,0.99106,0.98371,0.99347,0.90071,0.9878,0.98071,0.99326,0.77725,0.46332,0.98829,0.28986,0.84021,0.0025948,0.0025948,0.0025948
376,10037.9,0.51191,1.04158,0.36641,0.90991,0.98836,0.98477,0.99347,0.89993,0.98521,0.98173,0.99328,0.77849,0.46339,0.98791,0.28936,0.84052,0.002575,0.002575,0.002575
377,10064.9,0.51358,1.04309,0.36861,0.91034,0.98771,0.98585,0.99335,0.90043,0.98463,0.98276,0.99314,0.77885,0.46315,0.98755,0.28915,0.84072,0.0025552,0.0025552,0.0025552
378,10091.5,0.51964,1.04286,0.3662,0.91431,0.98796,0.98625,0.99338,0.90141,0.98484,0.98321,0.99316,0.77977,0.46246,0.98732,0.29011,0.84073,0.0025354,0.0025354,0.0025354
379,10118.3,0.5206,1.08481,0.38253,0.92194,0.98805,0.98599,0.99335,0.90187,0.98498,0.98291,0.99313,0.77934,0.46282,0.9862,0.2903,0.84059,0.0025156,0.0025156,0.0025156
380,10145,0.51578,1.03679,0.37222,0.91445,0.98792,0.9865,0.99334,0.90132,0.98485,0.98342,0.99311,0.77974,0.46306,0.98658,0.29033,0.84102,0.0024958,0.0024958,0.0024958
381,10171.5,0.51638,1.0523,0.36617,0.91986,0.98796,0.98637,0.99339,0.9017,0.98489,0.98328,0.99316,0.78005,0.46364,0.9862,0.29183,0.84124,0.002476,0.002476,0.002476
382,10198.3,0.51331,1.04075,0.386,0.9092,0.98581,0.98744,0.99343,0.90253,0.98258,0.9844,0.99324,0.77754,0.46303,0.98653,0.29163,0.84088,0.0024562,0.0024562,0.0024562
383,10225,0.50915,1.04211,0.37372,0.91019,0.98399,0.98646,0.99346,0.9032,0.98216,0.9846,0.99336,0.77763,0.46332,0.98653,0.29211,0.84078,0.0024364,0.0024364,0.0024364
384,10251.7,0.49942,1.03398,0.35787,0.90816,0.98541,0.98545,0.99339,0.90342,0.98358,0.9836,0.99326,0.77843,0.46353,0.98648,0.29131,0.8409,0.0024166,0.0024166,0.0024166
385,10278.4,0.5031,1.02196,0.37028,0.9062,0.98547,0.98537,0.9934,0.90304,0.98365,0.98352,0.99328,0.77892,0.46238,0.98602,0.29072,0.84013,0.0023968,0.0023968,0.0023968
386,10305.2,0.49951,1.02029,0.3758,0.90712,0.98569,0.98533,0.99342,0.90338,0.98387,0.98347,0.99333,0.77815,0.46256,0.98554,0.2912,0.83991,0.002377,0.002377,0.002377
387,10333.1,0.508,1.03778,0.38321,0.90598,0.98669,0.98509,0.99339,0.90543,0.9848,0.98334,0.99328,0.77886,0.46241,0.9861,0.29149,0.83994,0.0023572,0.0023572,0.0023572
388,10360.8,0.51522,1.05622,0.38382,0.91458,0.986,0.98462,0.99333,0.90442,0.98409,0.98283,0.99323,0.77951,0.46186,0.98543,0.29079,0.83996,0.0023374,0.0023374,0.0023374
